impact,discussion,waiting,repetition,perofdelay,workload,no_comment,no_priority_change,no_fixversion,no_fixversion_change,no_issuelink,no_blocking,no_blockedby,no_affectversion,reporterrep,no_des_change,votes,watches,type_Bug,type_CodeTask,type_Documentation,type_Epic,type_Improvement,type_NewFeature,type_Story,type_Subtask,type_Task,type_Technicaltask,priority_Blocker,priority_Critical,priority_Major,priority_Minor,priority_Trivial,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
Nondelay,51,0,0,0,29,2,0,0,0,0,0,0,0,0.846153846,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,51,0,0,0,14,3,0,0,0,0,0,0,0,0.529411765,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Nondelay,53,0,0,0,11,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Nondelay,61,0,0,0,9,1,0,0,0,0,0,0,0,0.636363636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nondelay,62,0,0,0,11,1,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nondelay,73,0,0,0,13,6,0,0,0,0,0,0,0,0.615384615,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Nondelay,74,0,0,0,6,3,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Nondelay,74,0,0,0,6,2,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,67,0,0,0,8,1,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,78,0,0,0,25,2,0,0,0,0,0,0,0,0.826086957,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Nondelay,78,0,0,0,5,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,81,0,0,0,24,2,0,0,0,0,0,0,0,0.818181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,81,0,0,0,6,1,0,0,0,0,0,0,0,0.857142857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Nondelay,82,0,0,0,22,2,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,85,0,0,0,21,3,0,0,0,0,0,0,0,0.789473684,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Nondelay,90,0,0,0,10,2,0,0,0,0,0,0,0,0.714285714,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nondelay,94,0,0,0,17,4,0,0,0,0,0,0,0,0.733333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Nondelay,94,0,0,0,17,2,0,0,0,0,0,0,0,0.733333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,96,0,0,0,12,3,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Nondelay,98,0,0,0,14,2,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Nondelay,99,0,0,0,11,3,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Nondelay,106,0,0,0,5,1,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,107,0,0,0,6,1,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Nondelay,59,0,0,0,0,1,0,0,0,0,0,0,0,0.129032258,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nondelay,59,0,0,0,0,1,0,0,0,0,0,0,0,0.129032258,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nondelay,109,0,0,0,4,1,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,96,0,0,0,0,1,0,0,0,0,0,0,0,0.137931034,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nondelay,97,0,0,0,0,2,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nondelay,94,0,0,0,0,2,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nondelay,111,0,0,0,3,3,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Nondelay,115,0,0,0,3,2,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Nondelay,116,0,0,0,2,4,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Nondelay,116,0,0,0,2,2,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Nondelay,117,0,0,0,3,4,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,117,0,0,0,1,2,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Nondelay,119,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Nondelay,120,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Nondelay,239,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nondelay,121,0,0,0,2,3,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Nondelay,126,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Nondelay,127,0,0,0,11,3,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Nondelay,127,0,0,0,11,3,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Nondelay,130,0,0,0,9,4,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Nondelay,133,0,0,0,8,5,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Nondelay,136,0,0,0,7,4,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Nondelay,149,0,0,0,6,8,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Nondelay,150,0,0,0,10,3,0,0,0,0,0,0,0,0.555555556,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
low,151,0,0,0,9,3,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
low,151,0,0,0,4,3,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
low,155,0,0,0,8,2,0,0,0,0,0,0,0,0.136363636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
low,156,0,0,0,3,3,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
low,158,0,0,0,5,2,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
low,165,0,0,0,7,3,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
low,166,0,0,0,2,3,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Nondelay,169,0,0,0,1,2,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
low,170,0,0,0,2,1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
low,166,0,0,0,4,3,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nondelay,169,0,0,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nondelay,171,0,0,0,0,1,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Nondelay,175,0,0,0,1,2,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
low,153,0,0,0,3,1,0,0,0,0,0,0,0,0.130434783,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
low,175,0,0,0,2,1,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nondelay,247,0,0,0,0,4,0,0,0,1,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
low,179,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Nondelay,180,0,0,0,1,4,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
low,186,0,0,0,6,3,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,187,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nondelay,194,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
low,191,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
low,191,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
low,191,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,192,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,264,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Nondelay,192,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nondelay,264,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
low,192,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Nondelay,192,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nondelay,192,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nondelay,203,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nondelay,295,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nondelay,279,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nondelay,192,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,265,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nondelay,265,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Nondelay,69,0,0,0,25,1,1,2,2,2,0,0,0,0.571428571,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,17,0,0,0,28,0,0,1,1,1,0,0,0,0.852941176,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,1,0,0,0,24,0,0,0,0,3,0,0,0,0.538461538,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Nondelay,16,0,0,0,24,0,0,0,0,1,0,0,0,0.538461538,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Nondelay,18,0,0,0,27,0,0,1,1,1,0,0,0,0.848484848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Nondelay,1158,0,0,0,0,1,0,2,2,2,0,0,1,0.56,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Nondelay,13,0,1,0,21,1,0,2,2,1,0,0,0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Nondelay,46,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Nondelay,30,0,0,0,34,2,0,2,2,0,0,0,0,0.870967742,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,44,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Nondelay,32,0,0,0,20,2,0,1,1,0,0,0,0,0.761904762,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Nondelay,16,0,0,0,20,2,0,0,0,0,0,0,1,0.761904762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Nondelay,37,0,0,0,22,1,1,2,2,3,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Nondelay,583,0,0,0,0,10,0,3,3,1,0,0,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Nondelay,41,0,0,0,13,1,0,1,1,1,0,0,1,0.727272727,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nondelay,46,0,0,0,33,2,0,1,1,1,0,0,1,0.866666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Nondelay,37,0,0,0,18,5,0,2,2,1,0,0,1,0.736842105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Nondelay,26,0,0,0,17,4,0,0,0,0,0,0,1,0.565217391,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Nondelay,1187,0,0,0,0,3,0,1,1,0,0,0,1,0.777777778,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Nondelay,1188,0,0,0,0,2,0,0,0,0,0,0,1,0.571428571,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
high,1188,0,0,0,17,2,0,0,0,0,0,0,1,0.571428571,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Nondelay,1188,0,0,0,0,2,0,0,0,0,0,0,2,0.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Nondelay,1188,0,0,0,0,3,0,0,0,0,0,0,1,0.888888889,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Nondelay,103,0,0,0,0,2,0,3,3,1,0,1,2,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Nondelay,53,0,0,0,16,2,1,3,3,2,0,0,7,0.578947368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,68,0,0,0,15,3,0,1,1,0,0,0,1,0.555555556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Nondelay,334,0,1,0,0,5,0,1,1,0,0,0,2,0.5625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Nondelay,69,0,0,0,28,3,0,1,1,1,0,0,1,0.84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Nondelay,1205,0,0,0,0,2,0,0,0,0,0,0,1,0.6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Nondelay,74,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Nondelay,115,0,0,0,0,3,0,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Nondelay,57,0,0,0,10,2,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Nondelay,115,0,0,0,0,3,0,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Nondelay,89,0,0,0,27,3,0,1,1,0,0,0,1,0.571428571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Nondelay,68,0,0,0,26,2,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Nondelay,71,0,0,0,23,2,0,0,0,0,0,0,0,0.80952381,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,78,0,0,0,4,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Nondelay,95,0,0,0,9,3,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nondelay,84,0,0,0,20,4,0,0,0,0,0,0,1,0.777777778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Nondelay,84,0,0,0,17,6,0,0,0,0,0,0,1,0.733333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,1244,0,0,0,0,2,0,0,0,0,0,0,1,0.727272727,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Nondelay,1244,0,0,0,0,2,0,0,0,0,0,0,1,0.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Nondelay,88,0,0,0,14,3,0,0,0,0,0,0,1,0.666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Nondelay,88,0,0,0,14,3,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Nondelay,91,0,0,0,8,2,0,0,0,0,0,0,1,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Nondelay,116,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Nondelay,92,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Nondelay,117,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Nondelay,94,0,0,0,13,4,0,0,0,0,0,0,1,0.833333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
medium,320,0,0,0,7,3,0,1,1,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,1257,0,0,0,0,2,0,0,0,0,0,0,1,0.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Nondelay,113,0,0,0,4,3,0,0,0,0,0,0,0,0.153846154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nondelay,113,0,0,0,4,4,0,0,0,0,0,0,0,0.153846154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
low,157,0,2,1,3,4,1,2,2,1,0,0,0,0.469387755,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nondelay,0,0,0,0,0,1,1,2,2,0,0,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Nondelay,0,0,0,1,4,2,0,0,0,0,0,0,0,0.519607843,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Nondelay,0,0,0,1,4,1,0,0,0,0,0,0,0,0.514851485,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Nondelay,0,0,0,4,4,1,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nondelay,13,0,1,1,3,7,0,3,3,1,0,1,0,0.509803922,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Nondelay,4,0,0,0,0,1,0,0,0,0,0,0,0,0.519607843,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Nondelay,0,0,0,0,8,1,0,0,0,2,0,1,0,0.625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Nondelay,0,0,0,0,0,1,0,0,0,0,0,0,0,0.510416667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Nondelay,16,0,1,1,4,2,0,0,0,0,0,0,0,0.510416667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Nondelay,2,0,0,1,4,1,0,0,0,0,0,0,0,0.510416667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Nondelay,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
